Nanno_30cm_BIO_ANN_AVE_1,Nanno_30cm_BIO_WIN_AVE,Nanno_30cm_BIO_SPR_AVE,Nanno_30cm_BIO_SUM_AVE,Nanno_30cm_BIO_FAL_AVE,AEZ_CODE,REG32_CODE
11.64,0.01,13.737,22.567,10.25,8,21
11.793,0.003,12.537,24.92,9.71,8,21
12.489,0.123,16.4,21.187,12.247,8,21
12.489,0.123,16.4,21.187,12.247,8,21
12.259,0.023,14.69,22.973,11.347,8,21
11.752,0.003,12.667,24.16,10.177,8,21
11.793,0.003,12.537,24.92,9.71,8,21
12.489,0.123,16.4,21.187,12.247,8,21
12.489,0.123,16.4,21.187,12.247,8,21
12.259,0.023,14.69,22.973,11.347,8,21
12.259,0.023,14.69,22.973,11.347,8,21
11.752,0.003,12.667,24.16,10.177,8,21
11.752,0.003,12.667,24.16,10.177,8,21
11.858,0.057,14.173,22.023,11.177,8,21
11.858,0.057,14.173,22.023,11.177,8,21
12.055,0,12.53,25.587,10.103,8,21
13.089,0.2,16.907,23.033,12.213,8,21
13.089,0.2,16.907,23.033,12.213,8,21
12.522,0.023,14.653,24.6,10.81,8,21
12.522,0.023,14.653,24.6,10.81,8,21
12.609,0.033,14.777,23.993,11.633,8,21
12.609,0.033,14.777,23.993,11.633,8,21
12.118,0.01,13.19,24.473,10.793,8,21
12.118,0.01,13.19,24.473,10.793,8,21
9.756,1.71,16.77,7.83,12.717,8,21
11.393,0.043,13.063,24.103,8.363,8,21
11.393,0.043,13.063,24.103,8.363,8,21
11.547,0.063,13.22,23.837,9.07,8,21
12.311,0.01,13.347,24.917,10.973,8,21
12.055,0,12.53,25.587,10.103,8,21
13.089,0.2,16.907,23.033,12.213,8,21
13.089,0.2,16.907,23.033,12.213,8,21
12.522,0.023,14.653,24.6,10.81,8,21
12.522,0.023,14.653,24.6,10.81,8,21
12.609,0.033,14.777,23.993,11.633,8,21
12.609,0.033,14.777,23.993,11.633,8,21
12.118,0.01,13.19,24.473,10.793,8,21
12.118,0.01,13.19,24.473,10.793,8,21
9.756,1.71,16.77,7.83,12.717,8,21
9.756,1.71,16.77,7.83,12.717,8,21
13.592,3.83,17.717,18.247,14.577,8,21
11.393,0.043,13.063,24.103,8.363,8,21
11.393,0.043,13.063,24.103,8.363,8,21
11.547,0.063,13.22,23.837,9.07,8,21
11.547,0.063,13.22,23.837,9.07,8,21
13.063,0.597,16.113,23.557,11.99,8,21
13.349,0.637,17.703,21.317,13.74,8,21
12.823,0.057,14.697,24.773,11.76,8,21
12.823,0.057,14.697,24.773,11.76,8,21
12.661,0.05,14.63,25.213,10.747,8,21
12.661,0.05,14.63,25.213,10.747,8,21
12.405,0.023,13.787,25.117,10.697,8,21
12.405,0.023,13.787,25.117,10.697,8,21
12.268,0.013,13.413,25.053,10.597,8,21
12.268,0.013,13.413,25.053,10.597,8,21
12.11,0.01,13.383,24.5,10.543,8,21
12.11,0.01,13.383,24.5,10.543,8,21
11.967,0.007,13.317,23.933,10.61,8,21
