Nanno_30cm_BIO_ANN_AVE_1,Nanno_30cm_BIO_WIN_AVE,Nanno_30cm_BIO_SPR_AVE,Nanno_30cm_BIO_SUM_AVE,Nanno_30cm_BIO_FAL_AVE,AEZ_CODE,REG32_CODE
12.991,12.1,18.813,7.013,14.04,7,1
12.991,12.1,18.813,7.013,14.04,7,1
14.193,13.447,20.18,8.797,14.353,7,1
12.902,12.507,19.423,6.063,13.613,7,1
12.902,12.507,19.423,6.063,13.613,7,1
12.991,12.1,18.813,7.013,14.04,7,1
12.991,12.1,18.813,7.013,14.04,7,1
13.5,11.31,20.18,8.357,14.153,7,1
13.633,10.86,19.943,9.243,14.483,7,1
13.633,10.86,19.943,9.243,14.483,7,1
13.408,10.79,19.34,9.083,14.417,7,1
13.5,11.31,20.18,8.357,14.153,7,1
13.633,10.86,19.943,9.243,14.483,7,1
13.633,10.86,19.943,9.243,14.483,7,1
12.924,9.347,19.973,8.23,14.147,7,1
12.924,9.347,19.973,8.23,14.147,7,1
13.158,9.25,19.797,9.047,14.54,7,1
13.938,9.147,20.76,10.9,14.947,7,1
12.924,9.347,19.973,8.23,14.147,7,1
12.924,9.347,19.973,8.23,14.147,7,1
15.383,6.287,22.013,17.003,16.227,7,1
15.383,6.287,22.013,17.003,16.227,7,1
14.721,6.47,20.733,16.073,15.607,7,1
14.721,6.47,20.733,16.073,15.607,7,1
14.075,6.863,20.083,14.163,15.19,7,1
14.075,6.863,20.083,14.163,15.19,7,1
15.203,6.27,22.117,16.44,15.983,7,1
15.383,6.287,22.013,17.003,16.227,7,1
15.383,6.287,22.013,17.003,16.227,7,1
15.878,5.773,21.65,19.363,16.723,7,1
15.34,6.523,21.393,17.247,16.197,7,1
14.721,6.47,20.733,16.073,15.607,7,1
14.721,6.47,20.733,16.073,15.607,7,1
14.075,6.863,20.083,14.163,15.19,7,1
14.075,6.863,20.083,14.163,15.19,7,1
15.681,3.58,20.93,21.89,16.323,7,1
15.681,3.58,20.93,21.89,16.323,7,1
15.557,3.297,20.703,22.083,16.143,7,1
15.557,3.297,20.703,22.083,16.143,7,1
15.417,3.787,20.843,20.903,16.127,7,1
15.417,3.787,20.843,20.903,16.127,7,1
15.181,4.133,20.803,19.797,15.987,7,1
15.181,4.133,20.803,19.797,15.987,7,1
15.073,3.91,20.44,20.11,15.833,7,1
15.073,3.91,20.44,20.11,15.833,7,1
14.612,4.163,19.953,18.673,15.657,7,1
15.681,3.58,20.93,21.89,16.323,7,1
15.681,3.58,20.93,21.89,16.323,7,1
15.557,3.297,20.703,22.083,16.143,7,1
15.557,3.297,20.703,22.083,16.143,7,1
15.417,3.787,20.843,20.903,16.127,7,1
15.417,3.787,20.843,20.903,16.127,7,1
15.181,4.133,20.803,19.797,15.987,7,1
15.181,4.133,20.803,19.797,15.987,7,1
15.073,3.91,20.44,20.11,15.833,7,1
15.073,3.91,20.44,20.11,15.833,7,1
14.612,4.163,19.953,18.673,15.657,7,1
14.612,4.163,19.953,18.673,15.657,7,1
15.463,2.83,20.507,22.733,15.783,7,1
15.463,2.83,20.507,22.733,15.783,7,1
15.06,2.253,19.793,22.873,15.317,7,1
15.06,2.253,19.793,22.873,15.317,7,1
15.08,3.07,20.62,20.913,15.717,7,1
15.08,3.07,20.62,20.913,15.717,7,1
14.976,2.46,20.213,21.707,15.523,7,1
14.976,2.46,20.213,21.707,15.523,7,1
14.834,2.447,19.997,21.51,15.383,7,1
14.834,2.447,19.997,21.51,15.383,7,1
14.641,2.777,19.997,20.313,15.48,7,1
14.641,2.777,19.997,20.313,15.48,7,1
14.085,3.247,19.647,18.093,15.353,7,1
14.085,3.247,19.647,18.093,15.353,7,1
17.995,7.713,22.81,23.633,17.827,7,1
16.688,4.4,21.717,23.987,16.65,7,1
16.688,4.4,21.717,23.987,16.65,7,1
15.544,2.537,20.487,23.787,15.363,7,1
15.544,2.537,20.487,23.787,15.363,7,1
15.549,2.35,20.6,23.66,15.583,7,1
15.549,2.35,20.6,23.66,15.583,7,1
15.532,2.343,20.543,23.55,15.69,7,1
15.453,2.197,20.45,23.597,15.57,7,1
15.333,3.08,20.753,21.74,15.757,7,1
15.463,2.83,20.507,22.733,15.783,7,1
15.463,2.83,20.507,22.733,15.783,7,1
15.06,2.253,19.793,22.873,15.317,7,1
15.06,2.253,19.793,22.873,15.317,7,1
15.08,3.07,20.62,20.913,15.717,7,1
15.08,3.07,20.62,20.913,15.717,7,1
14.976,2.46,20.213,21.707,15.523,7,1
14.976,2.46,20.213,21.707,15.523,7,1
14.834,2.447,19.997,21.51,15.383,7,1
14.834,2.447,19.997,21.51,15.383,7,1
14.641,2.777,19.997,20.313,15.48,7,1
14.641,2.777,19.997,20.313,15.48,7,1
14.085,3.247,19.647,18.093,15.353,7,1
14.085,3.247,19.647,18.093,15.353,7,1
17.27,8.41,22.957,20.083,17.63,7,1
17.27,8.41,22.957,20.083,17.63,7,1
17.509,7.3,22.88,22.447,17.413,7,1
17.509,7.3,22.88,22.447,17.413,7,1
17.263,6.273,22.82,22.747,17.213,7,1
17.263,6.273,22.82,22.747,17.213,7,1
15.647,2.45,20.9,23.867,15.37,7,1
15.647,2.45,20.9,23.867,15.37,7,1
15.432,2.083,20.747,23.717,15.183,7,1
15.432,2.083,20.747,23.717,15.183,7,1
15.097,1.557,20.073,23.85,14.907,7,1
15.097,1.557,20.073,23.85,14.907,7,1
15.113,1.713,20.2,23.57,14.97,7,1
15.113,1.713,20.2,23.57,14.97,7,1
14.988,1.833,19.803,23.46,14.857,7,1
14.988,1.833,19.803,23.46,14.857,7,1
14.268,1.133,18.347,23.517,14.073,7,1
14.268,1.133,18.347,23.517,14.073,7,1
14.678,1.55,19.157,23.333,14.67,7,1
14.678,1.55,19.157,23.333,14.67,7,1
14.988,1.85,19.68,23.32,15.1,7,1
14.988,1.85,19.68,23.32,15.1,7,1
14.775,1.693,19.547,22.85,15.01,7,1
14.775,1.693,19.547,22.85,15.01,7,1
14.431,1.72,19.34,21.82,14.843,7,1
14.431,1.72,19.34,21.82,14.843,7,1
14.148,1.8,19.08,20.89,14.82,7,1
14.148,1.8,19.08,20.89,14.82,7,1
13.567,2.327,19.077,17.893,14.97,7,1
17.319,8.087,22.587,20.74,17.867,7,1
17.319,8.087,22.587,20.74,17.867,7,1
17.248,9.043,22.897,19.283,17.77,7,1
17.248,9.043,22.897,19.283,17.77,7,1
17.27,8.41,22.957,20.083,17.63,7,1
17.27,8.41,22.957,20.083,17.63,7,1
17.509,7.3,22.88,22.447,17.413,7,1
17.509,7.3,22.88,22.447,17.413,7,1
17.263,6.273,22.82,22.747,17.213,7,1
17.263,6.273,22.82,22.747,17.213,7,1
15.647,2.45,20.9,23.867,15.37,7,1
15.647,2.45,20.9,23.867,15.37,7,1
15.432,2.083,20.747,23.717,15.183,7,1
15.432,2.083,20.747,23.717,15.183,7,1
15.097,1.557,20.073,23.85,14.907,7,1
15.097,1.557,20.073,23.85,14.907,7,1
15.113,1.713,20.2,23.57,14.97,7,1
15.113,1.713,20.2,23.57,14.97,7,1
14.988,1.833,19.803,23.46,14.857,7,1
14.988,1.833,19.803,23.46,14.857,7,1
14.268,1.133,18.347,23.517,14.073,7,1
14.678,1.55,19.157,23.333,14.67,7,1
14.678,1.55,19.157,23.333,14.67,7,1
14.988,1.85,19.68,23.32,15.1,7,1
14.988,1.85,19.68,23.32,15.1,7,1
14.775,1.693,19.547,22.85,15.01,7,1
14.775,1.693,19.547,22.85,15.01,7,1
14.431,1.72,19.34,21.82,14.843,7,1
14.431,1.72,19.34,21.82,14.843,7,1
14.148,1.8,19.08,20.89,14.82,7,1
14.148,1.8,19.08,20.89,14.82,7,1
13.567,2.327,19.077,17.893,14.97,7,1
15.991,3.693,19.897,24.2,16.173,7,1
16.419,6.323,22.35,20.007,16.997,7,1
16.419,6.323,22.35,20.007,16.997,7,1
16.814,6.427,22.567,21.207,17.06,7,1
16.877,6.207,22.537,21.743,17.02,7,1
17.021,5.907,22.573,22.577,17.023,7,1
17.021,5.907,22.573,22.577,17.023,7,1
16.878,5.327,22.363,23.17,16.653,7,1
16.878,5.327,22.363,23.17,16.653,7,1
16.632,4.35,22.347,23.183,16.647,7,1
16.632,4.35,22.347,23.183,16.647,7,1
15.493,1.833,20.703,24.307,15.127,7,1
13.569,0.427,17.217,24.12,12.513,7,1
13.569,0.427,17.217,24.12,12.513,7,1
12.948,0.287,16.15,23.593,11.763,7,1
12.948,0.287,16.15,23.593,11.763,7,1
13.637,0.643,17.767,23.317,12.823,7,1
13.637,0.643,17.767,23.317,12.823,7,1
14.693,1.47,19.667,23.547,14.083,7,1
14.693,1.47,19.667,23.547,14.083,7,1
13.272,0.47,16.617,23.613,12.39,7,1
14.573,1.227,19.21,23.58,14.277,7,1
14.573,1.227,19.21,23.58,14.277,7,1
14.37,0.977,18.383,24.093,14.027,7,1
14.37,0.977,18.383,24.093,14.027,7,1
14.137,0.86,17.943,23.88,13.867,7,1
14.137,0.86,17.943,23.88,13.867,7,1
