Nanno_30cm_BIO_ANN_AVE_1,Nanno_30cm_BIO_WIN_AVE,Nanno_30cm_BIO_SPR_AVE,Nanno_30cm_BIO_SUM_AVE,Nanno_30cm_BIO_FAL_AVE,AEZ_CODE,REG32_CODE
11.549,0,13.967,23.197,9.033,13,11
4.404,0,3.147,13.14,1.333,13,11
2.259,0,0.89,7.747,0.4,13,11
2.259,0,0.89,7.747,0.4,13,11
3.228,0,1.617,10.46,0.837,13,11
5.343,0,1.557,17.337,2.473,13,11
8.658,0,6.337,22.95,5.343,13,11
8.658,0,6.337,22.95,5.343,13,11
7.947,0,8.25,20,3.533,13,11
7.947,0,8.25,20,3.533,13,11
7.437,0,7.443,19,3.303,13,11
7.437,0,7.443,19,3.303,13,11
4.404,0,3.147,13.14,1.333,13,11
4.404,0,3.147,13.14,1.333,13,11
2.259,0,0.89,7.747,0.4,13,11
2.259,0,0.89,7.747,0.4,13,11
3.228,0,1.617,10.46,0.837,13,11
3.228,0,1.617,10.46,0.837,13,11
5.225,0,3.663,15.143,2.093,13,11
5.225,0,3.663,15.143,2.093,13,11
8.186,0,4.82,22.947,4.973,13,11
8.186,0,4.82,22.947,4.973,13,11
7.083,0,3.33,20.883,4.117,13,11
7.083,0,3.33,20.883,4.117,13,11
5.373,0,4.097,15.947,1.453,13,11
3.503,0,1.99,11.377,0.643,13,11
3.503,0,1.99,11.377,0.643,13,11
5.268,0,4.123,15.477,1.47,13,11
5.268,0,4.123,15.477,1.47,13,11
6.888,0,6.417,18.59,2.543,13,11
6.888,0,6.417,18.59,2.543,13,11
7.413,0,7.033,19.65,2.963,13,11
7.413,0,7.033,19.65,2.963,13,11
7.67,0,7.467,20.007,3.207,13,11
7.67,0,7.467,20.007,3.207,13,11
7.272,0,7.167,18.977,2.943,13,11
7.272,0,7.167,18.977,2.943,13,11
3.838,0,2.397,11.873,1.08,13,11
3.838,0,2.397,11.873,1.08,13,11
1.353,0,0.367,4.85,0.193,13,11
1.353,0,0.367,4.85,0.193,13,11
0.884,0,0.137,3.31,0.09,13,11
0.884,0,0.137,3.31,0.09,13,11
0.985,0,0.167,3.653,0.12,13,11
0.985,0,0.167,3.653,0.12,13,11
1.256,0,0.233,4.587,0.207,13,11
1.256,0,0.233,4.587,0.207,13,11
4.116,0,2.25,12.493,1.723,13,11
7.083,0,3.33,20.883,4.117,13,11
7.083,0,3.33,20.883,4.117,13,11
9.052,0,9.953,22.09,4.163,13,11
9.052,0,9.953,22.09,4.163,13,11
5.373,0,4.097,15.947,1.453,13,11
5.373,0,4.097,15.947,1.453,13,11
3.503,0,1.99,11.377,0.643,13,11
3.503,0,1.99,11.377,0.643,13,11
5.268,0,4.123,15.477,1.47,13,11
5.268,0,4.123,15.477,1.47,13,11
6.888,0,6.417,18.59,2.543,13,11
6.888,0,6.417,18.59,2.543,13,11
7.413,0,7.033,19.65,2.963,13,11
7.413,0,7.033,19.65,2.963,13,11
7.67,0,7.467,20.007,3.207,13,11
7.67,0,7.467,20.007,3.207,13,11
7.272,0,7.167,18.977,2.943,13,11
7.272,0,7.167,18.977,2.943,13,11
3.838,0,2.397,11.873,1.08,13,11
3.838,0,2.397,11.873,1.08,13,11
1.353,0,0.367,4.85,0.193,13,11
1.353,0,0.367,4.85,0.193,13,11
0.884,0,0.137,3.31,0.09,13,11
0.884,0,0.137,3.31,0.09,13,11
0.985,0,0.167,3.653,0.12,13,11
0.985,0,0.167,3.653,0.12,13,11
1.256,0,0.233,4.587,0.207,13,11
1.256,0,0.233,4.587,0.207,13,11
4.116,0,2.25,12.493,1.723,13,11
4.116,0,2.25,12.493,1.723,13,11
6.438,0,4.85,17.31,3.587,13,11
6.438,0,4.85,17.31,3.587,13,11
7.551,0,3.773,22.01,4.417,13,11
7.551,0,3.773,22.01,4.417,13,11
9.49,0,8.383,22.913,6.663,13,11
3.326,0,1.433,11.177,0.69,13,11
3.326,0,1.433,11.177,0.69,13,11
1.641,0,0.35,6.027,0.187,13,11
1.641,0,0.35,6.027,0.187,13,11
